"","B0020_nFK_prozent","B2040_nFK_prozent","B4060_nFK_prozent","tage_seit_aussaat","Tmean_gradC","Tmean_th9_25_gradC","Tmin_gradC","Tmax_gradC","relLuftfeuchte_mean_prozent","relLuftfeuchte_min_prozent","relLuftfeuchte_max_prozent","globalstrahlung_Wh_m2","windgeschwindigkeit_m_s","tageslicht_h","tageslicht_h_th9","Tmean_gradC_sum","Tmean_th9_25_gradC_sum","globalstrahlung_Wh_m2_sum","niederschlag_mm_sum","tageslicht_h_sum","tageslicht_h_th9_sum","Ton_prozent","Schluff_prozent","Sand_prozent","C_org_prozent","ibi","irmi","wasser_input","id_all","daily_rain","rain_sum7","rain_sum14","water_sum7","water_sum14"
"103",104.35,116.04,77.23,28,9.79,9.79,4.8,14,67.73,47.4,83,2193.3,2.94,14.73,14.73,242.78,157.65,135150.22,24.1,404.19,213.24,9.689,37.94,52.367,1.2,2.002,13.67,5.66,5,0.1,4,10.7,9.56,39.31
"104",112.91,111.66,77.84,29,7.31,0,3.4,12.2,72.19,45.5,89.8,4149.88,2.23,14.79,0,250.09,157.65,139300.1,25.7,418.98,213.24,9.689,37.94,52.367,1.2,2.15,14.195,1.6,5,1.6,1.7,12.3,7.26,40.91
"105",112.4,110.8,78.49,30,6.86,0,2,11.9,81.79,57,93.5,2475.72,1.11,14.84,0,256.94,157.65,141775.83,29.4,433.82,213.24,9.689,37.94,52.367,1.2,2.298,14.72,3.7,5,3.7,5.4,16,10.96,40.17
"106",123.88,109.53,78.86,31,8.35,0,3.8,13.3,65.74,39.4,89.8,5855.15,1.96,14.89,0,265.29,157.65,147630.98,29.4,448.71,213.24,9.689,37.94,52.367,1.2,2.446,15.245,0,5,0,5.4,16,10.96,40.17
"107",109.77,110.46,79.42,32,10.29,10.29,0.4,18.3,62.8,42.1,89.4,5233.9,1.12,14.94,14.94,275.58,167.94,152864.88,29.4,463.65,228.18,9.689,37.94,52.367,1.2,2.594,15.77,0,5,0,5.4,16,10.96,40.17
"108",101.67,110.86,79.98,33,18.3,18.3,6.5,28.6,57.11,31.3,89.3,6701.18,1.38,14.99,14.99,293.87,186.24,159566.05,29.4,478.64,243.17,9.689,37.94,52.367,1.2,2.742,16.295,0,5,0,5.4,16,10.96,34.74
"109",90.53,106.89,80.21,34,16.34,16.34,13,20.2,75.5,54.4,95.6,1515.58,1.21,15.04,15.04,310.21,202.57,161081.62,36.6,493.68,258.21,9.689,37.94,52.367,1.2,2.89,16.82,7.2,5,7.2,12.6,23.2,18.16,28.76
"110",112.36,103.12,80.2,35,13.55,13.55,12.3,15.1,91.07,85,96.8,1547.03,0.67,15.09,15.09,323.76,216.12,162628.65,40.6,508.77,273.3,9.689,37.94,52.367,1.2,3.015,17.0375,4,5,4,16.5,20.5,16.5,26.06
"111",131.21,102.52,80.1,36,14.16,14.16,8.9,19,72.26,46.9,89.2,4529.52,1.27,15.14,15.14,337.92,230.28,167158.17,40.6,523.91,288.44,9.689,37.94,52.367,1.2,3.14,17.255,0,5,0,14.9,16.6,14.9,22.16
"112",106.63,102.14,80.11,37,12.87,12.87,5.7,19.9,72,42.4,95.6,5750.65,1.12,15.19,15.19,350.79,243.16,172908.83,40.6,539.1,303.63,9.689,37.94,52.367,1.2,3.265,17.4725,0,5,0,11.2,16.6,11.2,22.16
"113",106.63,102.14,80.11,37,12.87,12.87,5.7,19.9,72,42.4,95.6,5750.65,1.12,15.19,15.19,350.79,243.16,172908.83,40.6,539.1,303.63,9.689,37.94,52.367,1.2,3.265,17.4725,0,5,0,11.2,16.6,11.2,22.16
"114",87.62,98.56,79.89,38,13.05,13.05,7.1,19.3,68.93,45,88.4,5428.4,1.02,15.24,15.24,363.84,256.21,178337.22,40.9,554.34,318.87,9.689,37.94,52.367,1.2,3.39,17.69,0.3,5,0.3,11.5,16.9,11.5,22.46
"115",68.07,92.55,79.66,39,11.9,11.9,9.2,14.9,75.43,56.3,90.8,3189.2,1.54,15.28,15.28,375.74,268.1,181526.42,42.9,569.62,334.15,9.689,37.94,52.367,1.2,3.486666667,17.97666667,15.81,5,2,13.5,18.9,27.31,38.27
"116",171.5,88.86,78.97,40,11.68,11.68,6.9,18.6,80.23,47.3,95.7,4802.18,1.35,15.33,15.33,387.43,279.79,186328.6,49.5,584.95,349.48,9.689,37.94,52.367,1.2,3.583333333,18.26333333,6.6,5,6.6,12.9,25.5,26.71,44.87
"117",183.03,106.12,78.35,41,11.93,11.93,8.8,16.4,80.68,62.9,95.5,3797.85,1.57,15.37,15.37,399.36,291.72,190126.45,54.2,600.32,364.85,9.689,37.94,52.367,1.2,3.68,18.55,4.7,5,4.7,13.6,30.1,27.41,43.91
"118",160.84,127,78.57,42,11.67,11.67,8.1,16.5,77.5,57.3,92.7,4489.98,1.55,15.42,15.42,411.03,303.39,194616.42,55,615.74,380.27,9.689,37.94,52.367,1.2,3.765,19.22,0.8,5,0.8,14.4,29.3,28.21,43.11
"119",130.69,123.31,80.02,43,11.75,11.75,5.6,17.6,73.71,47.3,95.5,5832.42,1.43,15.46,15.46,422.78,315.14,200448.85,56.5,631.2,395.73,9.689,37.94,52.367,1.2,3.85,19.89,1.5,5,1.5,15.9,27.1,29.71,40.91
"120",107.09,114.31,81.58,44,13.18,13.18,8.1,17.7,68.84,48.9,93.1,4335.35,1.01,15.5,15.5,435.96,328.32,204784.2,56.5,646.7,411.23,9.689,37.94,52.367,1.2,3.935,20.56,0,5,0,15.9,27.1,29.71,40.91
"121",76.67,105.99,82.98,45,13.87,13.87,8.6,18.1,62.95,41.3,89.2,5263.5,2.06,15.54,15.54,449.83,342.2,210047.7,59.2,662.24,426.77,9.689,37.94,52.367,1.2,4.02,21.23,2.7,5,2.7,18.3,29.8,32.11,43.61
"122",51.51,92.22,83.6,46,12.23,12.23,8.5,16.9,69.96,49.5,92.3,4715.12,2.47,15.59,15.59,462.06,354.42,214762.83,60.4,677.83,442.36,9.689,37.94,52.367,1.2,4.02,21.23,1.2,5,1.2,17.5,31,17.5,44.81
"123",36.96,77.78,83.71,47,12.2,12.2,7.5,17.6,67.03,43.8,87.9,4898.05,1.86,15.62,15.62,474.26,366.62,219660.88,60.4,693.45,457.98,9.689,37.94,52.367,1.2,4.02,21.23,0,5,0,10.9,23.8,10.9,37.61
"124",30.25,66.53,83.41,48,11.86,11.86,5,20.2,73.58,35.9,92.2,4898.45,1.3,15.66,15.66,486.12,378.48,224559.33,61.9,709.11,473.64,9.689,37.94,52.367,1.2,4.02,21.23,1.5,5,1.5,7.7,21.3,7.7,35.11
"125",27.98,63.8,82.48,49,10.32,10.32,8.3,14.7,77.5,55,88.4,2502.93,2.26,15.7,15.7,496.43,388.8,227062.25,64.1,724.81,489.34,9.689,37.94,52.367,1.2,4.02,21.23,25.51,5,2.2,9.1,23.5,32.41,60.62
"126",184.41,60.98,81.63,50,10.68,10.68,6.9,14.6,84.31,61.8,93.2,2876.4,1.31,15.74,15.74,507.11,399.47,229938.65,69.4,740.55,505.08,9.689,37.94,52.367,1.2,4.02,21.23,5.3,5,5.3,12.9,28.8,36.21,65.92
"127",79.26,86.35,88.7,11,8.08,0,2.6,13.2,58.52,36,86.4,4816.3,1.32,13.77,0,70.23,9.67,44688.12,10,161.27,13.35,9.689,37.94,52.367,1.2,0.177506973,10.51,0,7,10,10,10,0,0
"128",77.91,85.85,88.6,12,8.6,0,7.5,12,73.06,56.7,89.8,1204.15,0.81,13.83,0,78.84,9.67,45892.28,12.2,175.1,13.35,9.689,37.94,52.367,1.2,0.177506973,10.51,2.2,7,2.2,12.2,12.2,2.2,2.2
"129",77.2,85.2,88.34,13,10.03,10.03,5.8,14.7,75.82,52.7,94.7,2698.85,0.63,13.89,13.89,88.87,19.7,48591.12,12.6,188.99,27.24,9.689,37.94,52.367,1.2,0.21832055,10.51,1.14,7,0.4,12.6,12.6,3.34,3.34
"130",78.15,85.68,88.22,14,10.64,10.64,1.5,18.5,67.4,36.7,94.9,6692.2,0.82,13.95,13.95,99.51,30.34,55283.32,12.6,202.94,41.19,9.689,37.94,52.367,1.2,0.268115893,10.51,5.01,7,0,12.6,12.6,8.35,8.35
"131",80.4,86.17,88.25,15,12.06,12.06,3.9,20,63.79,37,87.5,6055.25,1.23,14.01,14.01,111.57,42.41,61338.57,13.4,216.95,55.2,9.689,37.94,52.367,1.2,0.328596852,10.51,0.8,7,0.8,13.4,13.4,9.15,9.15
"132",82.27,85.73,88.19,16,10.05,10.05,4,15.5,53.62,28.1,77.6,6844.95,1.98,14.06,14.06,121.62,52.46,68183.52,13.4,231.01,69.26,9.689,37.94,52.367,1.2,0.401583081,10.51,0,7,0,13.4,13.4,9.15,9.15
"133",83,94.68,88.04,17,10.31,10.31,1.5,17.6,53.17,29.6,84.4,7092.6,1.17,14.12,14.12,131.94,62.77,75276.12,13.4,245.13,83.38,9.689,37.94,52.367,1.2,0.489095645,10.51,4.65,7,0,13.4,13.4,13.8,13.8
"134",83.52,88.28,87.97,18,11.3,11.3,3.2,18.4,54.17,32.9,81.2,6938.32,1.23,14.18,14.18,143.24,74.07,82214.45,13.4,259.31,97.56,9.689,37.94,52.367,1.2,0.593115946,10.51,0,7,0,3.4,13.4,13.8,13.8
"135",84.22,87.95,87.87,19,10.67,10.67,4.8,16.6,48.3,27.2,67.8,7244.73,1.57,14.24,14.24,153.91,84.74,89459.18,13.4,273.55,111.8,9.689,37.94,52.367,1.2,0.715458232,10.51,0,7,0,1.2,13.4,11.6,13.8
"136",83.34,88.01,87.71,20,9.76,9.76,1.9,16.1,43.16,27.7,73.9,7388.58,1.75,14.29,14.29,163.67,94.51,96847.75,13.4,287.84,126.09,9.689,37.94,52.367,1.2,0.857435925,10.51,5.66,7,0,0.8,13.4,16.12,19.46
"137",85.8,87.63,87.41,21,10.82,10.82,2.7,17.6,40.61,25.4,59.7,7213.8,1.52,14.35,14.35,174.49,105.32,104061.55,13.4,302.19,140.44,9.689,37.94,52.367,1.2,1.019874403,10.51,13.37,7,0,0.8,13.4,24.48,32.83
"138",161.11,93.33,87.23,22,11.83,11.83,1.9,21.9,58.81,29.1,93.9,6058.32,1.09,14.41,14.41,186.32,117.16,110119.88,20.1,316.6,154.85,9.689,37.94,52.367,1.2,1.202550446,10.51,6.7,7,6.7,6.7,20.1,30.38,39.53
"139",179.47,135.43,87.29,23,11.42,11.42,5.6,17.2,70.19,35.9,95.8,5081.62,2.2,14.46,14.46,197.74,128.58,115201.5,24,331.06,169.31,9.689,37.94,52.367,1.2,1.403861393,10.51,3.9,7,3.9,10.6,24,34.28,43.43
"140",142.97,151.98,89.16,24,7.62,0,0.8,12,68.89,51.8,91.4,3382.18,0.89,14.52,0,205.36,128.58,118583.68,24,345.58,169.31,9.689,37.94,52.367,1.2,1.16,10.51,0,7,0,10.6,24,29.63,43.43
"141",142.97,151.98,89.16,24,7.62,0,0.8,12,68.89,51.8,91.4,3382.18,0.89,14.52,0,205.36,128.58,118583.68,24,345.58,169.31,9.689,37.94,52.367,1.2,1.16,10.51,0,7,0,10.6,14,29.63,43.43
"142",128.21,140.78,92.86,25,10.02,10.02,2.8,14.8,61.07,37.9,89.8,4033.68,1.44,14.57,14.57,215.38,138.59,122617.35,24,360.15,183.88,9.689,37.94,52.367,1.2,1.336,11.149,0,7,0,10.6,11.8,29.63,41.23
"143",118.91,130.95,95.44,26,9.27,9.27,3.3,13.4,55.6,37.7,76,5607.25,2.7,14.63,14.63,224.65,147.86,128224.6,24,374.78,198.51,9.689,37.94,52.367,1.2,1.512,11.788,0,7,0,10.6,11.4,23.97,40.09
"144",111.48,125.36,97.08,27,8.34,0,-0.2,14.7,60.97,37.2,90.8,4732.32,1.1,14.68,0,232.99,147.86,132956.92,24,389.46,198.51,9.689,37.94,52.367,1.2,1.688,12.427,0,7,0,10.6,11.4,10.6,35.08
"145",105.51,120.38,97.96,28,9.79,9.79,4.8,14,67.73,47.4,83,2193.3,2.94,14.73,14.73,242.78,157.65,135150.22,24.1,404.19,213.24,9.689,37.94,52.367,1.2,1.864,13.066,5.78,7,0.1,4,10.7,9.68,40.06
"146",107.65,115.39,98.2,29,7.31,0,3.4,12.2,72.19,45.5,89.8,4149.88,2.23,14.79,0,250.09,157.65,139300.1,25.7,418.98,213.24,9.689,37.94,52.367,1.2,2.04,13.705,1.6,7,1.6,1.7,12.3,7.38,41.66
"147",108.17,113.43,98.1,30,6.86,0,2,11.9,81.79,57,93.5,2475.72,1.11,14.84,0,256.94,157.65,141775.83,29.4,433.82,213.24,9.689,37.94,52.367,1.2,2.216,14.344,3.7,7,3.7,5.4,16,11.08,40.71
"148",116.35,112.21,97.97,31,8.35,0,3.8,13.3,65.74,39.4,89.8,5855.15,1.96,14.89,0,265.29,157.65,147630.98,29.4,448.71,213.24,9.689,37.94,52.367,1.2,2.392,14.983,0,7,0,5.4,16,11.08,40.71
"149",107.86,112.84,97.76,32,10.29,10.29,0.4,18.3,62.8,42.1,89.4,5233.9,1.12,14.94,14.94,275.58,167.94,152864.88,29.4,463.65,228.18,9.689,37.94,52.367,1.2,2.568,15.622,0,7,0,5.4,16,11.08,40.71
"150",98.01,111.48,97.9,33,18.3,18.3,6.5,28.6,57.11,31.3,89.3,6701.18,1.38,14.99,14.99,293.87,186.24,159566.05,29.4,478.64,243.17,9.689,37.94,52.367,1.2,2.744,16.261,0,7,0,5.4,16,11.08,35.05
"151",84.21,106.19,98.08,34,16.34,16.34,13,20.2,75.5,54.4,95.6,1515.58,1.21,15.04,15.04,310.21,202.57,161081.62,36.6,493.68,258.21,9.689,37.94,52.367,1.2,2.92,16.9,7.2,7,7.2,12.6,23.2,18.28,28.88
"152",92.2,101.07,98.09,35,13.55,13.55,12.3,15.1,91.07,85,96.8,1547.03,0.67,15.09,15.09,323.76,216.12,162628.65,40.6,508.77,273.3,9.689,37.94,52.367,1.2,3.0525,17.1875,4,7,4,16.5,20.5,16.5,26.18
"153",112.94,100.24,97.5,36,14.16,14.16,8.9,19,72.26,46.9,89.2,4529.52,1.27,15.14,15.14,337.92,230.28,167158.17,40.6,523.91,288.44,9.689,37.94,52.367,1.2,3.185,17.475,0,7,0,14.9,16.6,14.9,22.28
"154",95.85,99.74,96.9,37,12.87,12.87,5.7,19.9,72,42.4,95.6,5750.65,1.12,15.19,15.19,350.79,243.16,172908.83,40.6,539.1,303.63,9.689,37.94,52.367,1.2,3.3175,17.7625,0,7,0,11.2,16.6,11.2,22.28
"155",95.85,99.74,96.9,37,12.87,12.87,5.7,19.9,72,42.4,95.6,5750.65,1.12,15.19,15.19,350.79,243.16,172908.83,40.6,539.1,303.63,9.689,37.94,52.367,1.2,3.3175,17.7625,0,7,0,11.2,16.6,11.2,22.28
"156",76.57,94.32,96.17,38,13.05,13.05,7.1,19.3,68.93,45,88.4,5428.4,1.02,15.24,15.24,363.84,256.21,178337.22,40.9,554.34,318.87,9.689,37.94,52.367,1.2,3.45,18.05,0.3,7,0.3,11.5,16.9,11.5,22.58
"157",61.89,87.85,95.52,39,11.9,11.9,9.2,14.9,75.43,56.3,90.8,3189.2,1.54,15.28,15.28,375.74,268.1,181526.42,42.9,569.62,334.15,9.689,37.94,52.367,1.2,3.54,18.31666667,15.68,7,2,13.5,18.9,27.18,38.26
"158",149.07,84.75,94.58,40,11.68,11.68,6.9,18.6,80.23,47.3,95.7,4802.18,1.35,15.33,15.33,387.43,279.79,186328.6,49.5,584.95,349.48,9.689,37.94,52.367,1.2,3.63,18.58333333,6.6,7,6.6,12.9,25.5,26.58,44.86
"159",172.34,111.58,93.61,41,11.93,11.93,8.8,16.4,80.68,62.9,95.5,3797.85,1.57,15.37,15.37,399.36,291.72,190126.45,54.2,600.32,364.85,9.689,37.94,52.367,1.2,3.72,18.85,4.7,7,4.7,13.6,30.1,27.28,43.78
"160",156.18,149.17,93.71,42,11.67,11.67,8.1,16.5,77.5,57.3,92.7,4489.98,1.55,15.42,15.42,411.03,303.39,194616.42,55,615.74,380.27,9.689,37.94,52.367,1.2,3.79,19.4425,0.8,7,0.8,14.4,29.3,28.08,42.98
"161",129.98,137.25,95.67,43,11.75,11.75,5.6,17.6,73.71,47.3,95.5,5832.42,1.43,15.46,15.46,422.78,315.14,200448.85,56.5,631.2,395.73,9.689,37.94,52.367,1.2,3.86,20.035,1.5,7,1.5,15.9,27.1,29.58,40.78
"162",110.18,119.85,97.56,44,13.18,13.18,8.1,17.7,68.84,48.9,93.1,4335.35,1.01,15.5,15.5,435.96,328.32,204784.2,56.5,646.7,411.23,9.689,37.94,52.367,1.2,3.93,20.6275,0,7,0,15.9,27.1,29.58,40.78
"163",87.3,106,98.78,45,13.87,13.87,8.6,18.1,62.95,41.3,89.2,5263.5,2.06,15.54,15.54,449.83,342.2,210047.7,59.2,662.24,426.77,9.689,37.94,52.367,1.2,4,21.22,2.7,7,2.7,18.3,29.8,31.98,43.48
"164",67.35,91.82,98.51,46,12.23,12.23,8.5,16.9,69.96,49.5,92.3,4715.12,2.47,15.59,15.59,462.06,354.42,214762.83,60.4,677.83,442.36,9.689,37.94,52.367,1.2,4,21.22,1.2,7,1.2,17.5,31,17.5,44.68
"165",52.57,79.74,97.5,47,12.2,12.2,7.5,17.6,67.03,43.8,87.9,4898.05,1.86,15.62,15.62,474.26,366.62,219660.88,60.4,693.45,457.98,9.689,37.94,52.367,1.2,4,21.22,0,7,0,10.9,23.8,10.9,37.48
"166",42.47,71,96.26,48,11.86,11.86,5,20.2,73.58,35.9,92.2,4898.45,1.3,15.66,15.66,486.12,378.48,224559.33,61.9,709.11,473.64,9.689,37.94,52.367,1.2,4,21.22,1.5,7,1.5,7.7,21.3,7.7,34.98
"167",38.39,65.91,94.54,49,10.32,10.32,8.3,14.7,77.5,55,88.4,2502.93,2.26,15.7,15.7,496.43,388.8,227062.25,64.1,724.81,489.34,9.689,37.94,52.367,1.2,4,21.22,25.3,7,2.2,9.1,23.5,32.2,60.28
"168",193.17,72.77,93.39,50,10.68,10.68,6.9,14.6,84.31,61.8,93.2,2876.4,1.31,15.74,15.74,507.11,399.47,229938.65,69.4,740.55,505.08,9.689,37.94,52.367,1.2,4,21.22,5.3,7,5.3,12.9,28.8,36,65.58
"169",89.65,101.12,92.09,11,8.08,0,2.6,13.2,58.52,36,86.4,4816.3,1.32,13.77,0,70.23,9.67,44688.12,10,161.27,13.35,9.689,37.94,52.367,1.2,0.177506973,10.63266553,0,8,10,10,10,0,0
"170",87.61,99.69,91.83,12,8.6,0,7.5,12,73.06,56.7,89.8,1204.15,0.81,13.83,0,78.84,9.67,45892.28,12.2,175.1,13.35,9.689,37.94,52.367,1.2,0.177506973,10.63266553,2.2,8,2.2,12.2,12.2,2.2,2.2
"171",87.68,98.63,91.48,13,10.03,10.03,5.8,14.7,75.82,52.7,94.7,2698.85,0.63,13.89,13.89,88.87,19.7,48591.12,12.6,188.99,27.24,9.689,37.94,52.367,1.2,0.21832055,10.63266553,1.05,8,0.4,12.6,12.6,3.25,3.25
"172",89.14,99.19,91.21,14,10.64,10.64,1.5,18.5,67.4,36.7,94.9,6692.2,0.82,13.95,13.95,99.51,30.34,55283.32,12.6,202.94,41.19,9.689,37.94,52.367,1.2,0.268115893,10.63266553,4.7,8,0,12.6,12.6,7.95,7.95
"173",93.07,99.51,91.33,15,12.06,12.06,3.9,20,63.79,37,87.5,6055.25,1.23,14.01,14.01,111.57,42.41,61338.57,13.4,216.95,55.2,9.689,37.94,52.367,1.2,0.328596852,10.63266553,0.8,8,0.8,13.4,13.4,8.75,8.75
"174",94.98,98.88,91.09,16,10.05,10.05,4,15.5,53.62,28.1,77.6,6844.95,1.98,14.06,14.06,121.62,52.46,68183.52,13.4,231.01,69.26,9.689,37.94,52.367,1.2,0.401583081,10.63266553,0,8,0,13.4,13.4,8.75,8.75
"175",94.91,98.92,90.85,17,10.31,10.31,1.5,17.6,53.17,29.6,84.4,7092.6,1.17,14.12,14.12,131.94,62.77,75276.12,13.4,245.13,83.38,9.689,37.94,52.367,1.2,0.489095645,10.63266553,4.36,8,0,13.4,13.4,13.11,13.11
"176",96.08,99.11,90.58,18,11.3,11.3,3.2,18.4,54.17,32.9,81.2,6938.32,1.23,14.18,14.18,143.24,74.07,82214.45,13.4,259.31,97.56,9.689,37.94,52.367,1.2,0.593115946,10.63266553,0,8,0,3.4,13.4,13.11,13.11
"177",96.62,98.95,90.46,19,10.67,10.67,4.8,16.6,48.3,27.2,67.8,7244.73,1.57,14.24,14.24,153.91,84.74,89459.18,13.4,273.55,111.8,9.689,37.94,52.367,1.2,0.715458232,10.63266553,0,8,0,1.2,13.4,10.91,13.11
"178",94.98,98.99,90.5,20,9.76,9.76,1.9,16.1,43.16,27.7,73.9,7388.58,1.75,14.29,14.29,163.67,94.51,96847.75,13.4,287.84,126.09,9.689,37.94,52.367,1.2,0.857435925,10.63266553,5.28,8,0,0.8,13.4,15.14,18.39
"179",98.35,98.78,90.26,21,10.82,10.82,2.7,17.6,40.61,25.4,59.7,7213.8,1.52,14.35,14.35,174.49,105.32,104061.55,13.4,302.19,140.44,9.689,37.94,52.367,1.2,1.019874403,10.63266553,12.63,8,0,0.8,13.4,23.07,31.02
"180",185.43,100.07,89.85,22,11.83,11.83,1.9,21.9,58.81,29.1,93.9,6058.32,1.09,14.41,14.41,186.32,117.16,110119.88,20.1,316.6,154.85,9.689,37.94,52.367,1.2,1.202550446,10.63266553,6.7,8,6.7,6.7,20.1,28.97,37.72
"181",204.71,137.29,89.47,23,11.42,11.42,5.6,17.2,70.19,35.9,95.8,5081.62,2.2,14.46,14.46,197.74,128.58,115201.5,24,331.06,169.31,9.689,37.94,52.367,1.2,1.403861393,10.63266553,3.9,8,3.9,10.6,24,32.87,41.62
"182",158.02,172.6,89.69,24,7.62,0,0.8,12,68.89,51.8,91.4,3382.18,0.89,14.52,0,205.36,128.58,118583.68,24,345.58,169.31,9.689,37.94,52.367,1.2,1.29,11.02,0,8,0,10.6,24,28.51,41.62
"183",158.02,172.6,89.69,24,7.62,0,0.8,12,68.89,51.8,91.4,3382.18,0.89,14.52,0,205.36,128.58,118583.68,24,345.58,169.31,9.689,37.94,52.367,1.2,1.29,11.02,0,8,0,10.6,14,28.51,41.62
"184",140.96,163.21,90.93,25,10.02,10.02,2.8,14.8,61.07,37.9,89.8,4033.68,1.44,14.57,14.57,215.38,138.59,122617.35,24,360.15,183.88,9.689,37.94,52.367,1.2,1.444,11.599,0,8,0,10.6,11.8,28.51,39.42
"185",130.78,156.97,92.28,26,9.27,9.27,3.3,13.4,55.6,37.7,76,5607.25,2.7,14.63,14.63,224.65,147.86,128224.6,24,374.78,198.51,9.689,37.94,52.367,1.2,1.598,12.178,0,8,0,10.6,11.4,23.23,38.37
"186",124.72,147.18,93.82,27,8.34,0,-0.2,14.7,60.97,37.2,90.8,4732.32,1.1,14.68,0,232.99,147.86,132956.92,24,389.46,198.51,9.689,37.94,52.367,1.2,1.752,12.757,0,8,0,10.6,11.4,10.6,33.67
"187",118.7,140.27,95.11,28,9.79,9.79,4.8,14,67.73,47.4,83,2193.3,2.94,14.73,14.73,242.78,157.65,135150.22,24.1,404.19,213.24,9.689,37.94,52.367,1.2,1.906,13.336,5.43,8,0.1,4,10.7,9.33,38.3
"188",119.12,133.98,95.6,29,7.31,0,3.4,12.2,72.19,45.5,89.8,4149.88,2.23,14.79,0,250.09,157.65,139300.1,25.7,418.98,213.24,9.689,37.94,52.367,1.2,2.06,13.915,1.6,8,1.6,1.7,12.3,7.03,39.9
"189",119.47,130.11,95.89,30,6.86,0,2,11.9,81.79,57,93.5,2475.72,1.11,14.84,0,256.94,157.65,141775.83,29.4,433.82,213.24,9.689,37.94,52.367,1.2,2.214,14.494,3.7,8,3.7,5.4,16,10.73,39.24
"190",127.74,126.68,95.69,31,8.35,0,3.8,13.3,65.74,39.4,89.8,5855.15,1.96,14.89,0,265.29,157.65,147630.98,29.4,448.71,213.24,9.689,37.94,52.367,1.2,2.368,15.073,0,8,0,5.4,16,10.73,39.24
"191",116.88,125.09,95.91,32,10.29,10.29,0.4,18.3,62.8,42.1,89.4,5233.9,1.12,14.94,14.94,275.58,167.94,152864.88,29.4,463.65,228.18,9.689,37.94,52.367,1.2,2.522,15.652,0,8,0,5.4,16,10.73,39.24
"192",103.05,123.72,96.3,33,18.3,18.3,6.5,28.6,57.11,31.3,89.3,6701.18,1.38,14.99,14.99,293.87,186.24,159566.05,29.4,478.64,243.17,9.689,37.94,52.367,1.2,2.676,16.231,0,8,0,5.4,16,10.73,33.96
"193",83.51,120.11,96.38,34,16.34,16.34,13,20.2,75.5,54.4,95.6,1515.58,1.21,15.04,15.04,310.21,202.57,161081.62,36.6,493.68,258.21,9.689,37.94,52.367,1.2,2.83,16.81,7.2,8,7.2,12.6,23.2,17.93,28.53
"194",99.73,116.04,96.27,35,13.55,13.55,12.3,15.1,91.07,85,96.8,1547.03,0.67,15.09,15.09,323.76,216.12,162628.65,40.6,508.77,273.3,9.689,37.94,52.367,1.2,2.98,17.0475,4,8,4,16.5,20.5,16.5,25.83
"195",125.19,112.61,95.71,36,14.16,14.16,8.9,19,72.26,46.9,89.2,4529.52,1.27,15.14,15.14,337.92,230.28,167158.17,40.6,523.91,288.44,9.689,37.94,52.367,1.2,3.13,17.285,0,8,0,14.9,16.6,14.9,21.93
"196",101.14,109.18,95.88,37,12.87,12.87,5.7,19.9,72,42.4,95.6,5750.65,1.12,15.19,15.19,350.79,243.16,172908.83,40.6,539.1,303.63,9.689,37.94,52.367,1.2,3.28,17.5225,0,8,0,11.2,16.6,11.2,21.93
"197",101.14,109.18,95.88,37,12.87,12.87,5.7,19.9,72,42.4,95.6,5750.65,1.12,15.19,15.19,350.79,243.16,172908.83,40.6,539.1,303.63,9.689,37.94,52.367,1.2,3.28,17.5225,0,8,0,11.2,16.6,11.2,21.93
"198",78.54,104.27,95.4,38,13.05,13.05,7.1,19.3,68.93,45,88.4,5428.4,1.02,15.24,15.24,363.84,256.21,178337.22,40.9,554.34,318.87,9.689,37.94,52.367,1.2,3.43,17.76,0.3,8,0.3,11.5,16.9,11.5,22.23
"199",62.7,97.11,94.79,39,11.9,11.9,9.2,14.9,75.43,56.3,90.8,3189.2,1.54,15.28,15.28,375.74,268.1,181526.42,42.9,569.62,334.15,9.689,37.94,52.367,1.2,3.513333333,18.00666667,15.03,8,2,13.5,18.9,26.53,37.26
"200",185.77,92.32,93.98,40,11.68,11.68,6.9,18.6,80.23,47.3,95.7,4802.18,1.35,15.33,15.33,387.43,279.79,186328.6,49.5,584.95,349.48,9.689,37.94,52.367,1.2,3.596666667,18.25333333,6.6,8,6.6,12.9,25.5,25.93,43.86
"201",199.53,107.41,92.85,41,11.93,11.93,8.8,16.4,80.68,62.9,95.5,3797.85,1.57,15.37,15.37,399.36,291.72,190126.45,54.2,600.32,364.85,9.689,37.94,52.367,1.2,3.68,18.5,4.7,8,4.7,13.6,30.1,26.63,43.13
"202",177.03,156.47,92.43,42,11.67,11.67,8.1,16.5,77.5,57.3,92.7,4489.98,1.55,15.42,15.42,411.03,303.39,194616.42,55,615.74,380.27,9.689,37.94,52.367,1.2,3.7525,19.09,0.8,8,0.8,14.4,29.3,27.43,42.33
"203",144.62,144.99,92.56,43,11.75,11.75,5.6,17.6,73.71,47.3,95.5,5832.42,1.43,15.46,15.46,422.78,315.14,200448.85,56.5,631.2,395.73,9.689,37.94,52.367,1.2,3.825,19.68,1.5,8,1.5,15.9,27.1,28.93,40.13
"204",121.64,124.89,93.05,44,13.18,13.18,8.1,17.7,68.84,48.9,93.1,4335.35,1.01,15.5,15.5,435.96,328.32,204784.2,56.5,646.7,411.23,9.689,37.94,52.367,1.2,3.8975,20.27,0,8,0,15.9,27.1,28.93,40.13
